year,team_slug,team_name,player_norm,player_name,position_raw,position_normalized,school,visit_types_normalized,visit_statuses,sources,source_count,source_record_count,position_sources,school_sources,visit_type_sources,backfilled_position,backfilled_school,backfilled_visit_type,raw_visit_codes,raw_visit_markers
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,kobeking,Kobe King,LB,LB,Penn State,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,konatamumpfield,Konata Mumpfield,Wide Receiver,WR,Pittsburgh,pro_day_or_campus_meeting_workout|pro_day_meeting|private_workout,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,PRO,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,malakistarks,Malaki Starks,S,S,Georgia,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,matthewgolden,Matthew Golden,Wide Receiver,WR,Texas,top_30_visit|combine_meeting,reported,nfltraderumors|walterfootball,2,4,2,2,2,False,False,False,COM|T30,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,maxwellhairston,Maxwell Hairston,CB,CB,Kentucky,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,mikegreen,Mike Green,Defensive End,DE,Marshall,combine_meeting,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,COM,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,mykelwilliams,Mykel Williams,Defensive End,DE,Georgia,top_30_visit,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,nicscourton,Nic Scourton,Defensive End,DE,Texas A&M,top_30_visit,reported|scheduled,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,nickjackson,Nick Jackson,LB,LB,Iowa,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,nickmartin,Nick Martin,LB,LB,Oklahoma State,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
